Survived,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,Fare_winsorized,Fare_log,FamilySize,IsAlone,Emb_C,Emb_Q,Emb_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,AgeGrp_Child,AgeGrp_Teen,AgeGrp_Adult,AgeGrp_Middle-Age,AgeGrp_Senior,Age_scaled,Fare_winsorized_scaled,Fare_log_scaled,FamilySize_scaled
1,1,0,40.0,0,0,31.0,1,31.0,3.4657359027997265,1,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.805778901913487,-0.005288611034635832,0.5198636196706229,-0.5609748304808925
0,3,0,24.0,0,0,7.05,0,7.05,2.085672091430472,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.38087320867351465,-0.5688146415107299,-0.9050797531497122,-0.5609748304808925
1,2,1,35.0,0,0,21.0,0,21.0,3.091042453358316,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.43495011735504896,-0.2405813168701657,0.1329851701219792,-0.5609748304808925
0,3,0,22.0,0,0,7.25,0,7.25,2.1102132003465894,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.5641087873940193,-0.8797405693934278,-0.5609748304808925
0,2,0,30.0,0,0,13.0,0,13.0,2.6390573296152584,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,-0.4288154815385896,-0.3336984726090336,-0.5609748304808925
0,3,0,26.0,1,0,7.75,0,7.75,2.169053700369523,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5523441521022427,-0.8189865811572414,0.059159876663617626
1,1,1,31.0,1,0,113.275,1,113.275,4.738607824217808,2,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.13828708970829856,1.9305821262271863,1.834129231109428,0.059159876663617626
1,3,1,27.0,0,0,7.925,0,7.925,2.188856327665703,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.15837593793845184,-0.548226529750121,-0.798539974052802,-0.5609748304808925
0,2,0,42.0,1,0,27.0,0,27.0,3.332204510175204,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.9541104157368622,-0.09940569336884779,0.3819897971587497,0.059159876663617626
1,1,1,32.0,0,0,76.2917,1,76.2917,4.347586575960343,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.21245284661998617,1.060392053454471,1.4303920040723752,-0.5609748304808925
0,2,0,30.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
1,3,0,16.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.9741992639670155,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
0,2,0,27.0,0,0,13.0,0,13.0,2.6390573296152584,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.15837593793845184,-0.4288154815385896,-0.3336984726090336,-0.5609748304808925
0,3,0,51.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.6216022279420506,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
0,3,0,26.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
1,1,0,38.0,1,0,90.0,1,90.0,4.51085950651685,2,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.6574473880901118,1.3829383533949904,1.5989745568795648,0.059159876663617626
0,3,0,22.0,0,0,9.35,0,9.35,2.336986519711378,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.5146973191685581,-0.6455926003653025,-0.5609748304808925
1,2,0,19.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.7517019932319526,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,3,0,20.5,0,0,7.25,0,7.25,2.1102132003465894,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.6404533578644213,-0.5641087873940193,-0.8797405693934278,-0.5609748304808925
0,2,0,18.0,0,0,13.0,0,13.0,2.6390573296152584,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.4288154815385896,-0.3336984726090336,-0.5609748304808925
0,3,1,18.0,3,1,25.4667,0,25.4667,3.275887339030031,5,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.1354831239546096,0.32384119624754826,1.9195639980971482
1,1,1,35.0,1,0,83.475,1,83.475,4.436455632600354,2,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.43495011735504896,1.229409862837307,1.5221510751129648,0.059159876663617626
0,3,0,29.0,0,0,7.775,0,7.775,2.1719067693519296,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.010044424115076634,-0.551755920337654,-0.8160407306065733,-0.5609748304808925
0,2,0,59.0,0,0,13.5,0,13.5,2.6741486494265287,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.2149282832355515,-0.4170508462468131,-0.29746598596845064,-0.5609748304808925
1,3,1,5.0,4,2,31.3875,0,31.3875,3.4777725458882283,7,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.790022589995579,0.003828981316490934,0.5322916934007406,3.1598334123861687
0,2,0,24.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.38087320867351465,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,3,1,18.0,0,0,7.55,0,7.55,2.145931282948669,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.5570500062189534,-0.8428609376877135,-0.5609748304808925
0,2,0,44.0,1,0,26.0,0,26.0,3.295836866004329,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.1024419295602375,-0.12293496395240078,0.3444394801955362,0.059159876663617626
1,2,1,8.0,0,2,26.25,0,26.25,3.305053521109253,3,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.5675253192605163,-0.11705264630651252,0.35395586016517094,0.6792945838081278
0,2,0,19.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.7517019932319526,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,2,0,33.0,0,0,12.275,0,12.275,2.5858825671280026,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.2866186035316738,-0.4458742027116655,-0.3886024739916458,-0.5609748304808925
0,3,1,18.0,1,0,14.4542,0,14.4542,2.737880811060884,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.3945992162559869,-0.23166125968823223,0.059159876663617626
1,3,1,18.0,1,0,15.5,0,15.5,2.803360380906535,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.36999230507970715,-0.16405229962564447,0.059159876663617626
0,2,0,29.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.010044424115076634,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,3,0,22.0,0,0,7.125,0,7.125,2.094945728215801,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.5670499462169634,-0.8955045384601199,-0.5609748304808925
0,3,0,30.0,0,0,7.225,0,7.225,2.1071782966514356,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,-0.5646970191586081,-0.8828741679067217,-0.5609748304808925
0,1,0,44.0,2,0,90.0,1,90.0,4.51085950651685,3,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.1024419295602375,1.3829383533949904,1.5989745568795648,0.6792945838081278
0,3,1,25.0,0,0,7.775,0,7.775,2.1719067693519296,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.30670745176182707,-0.551755920337654,-0.8160407306065733,-0.5609748304808925
1,2,1,24.0,0,2,14.5,0,14.5,2.740840023925201,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.38087320867351465,-0.3935215756632601,-0.2286058134653583,0.6792945838081278
1,1,0,37.0,1,1,52.5542,1,52.5542,3.9806942251907276,3,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.5832816311784242,0.501865992977382,1.0515683442816504,0.6792945838081278
0,2,0,54.0,1,0,26.0,0,26.0,3.295836866004329,2,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.8440994986771135,-0.12293496395240078,0.3444394801955362,0.059159876663617626
0,3,0,26.0,0,0,7.25,0,7.25,2.1102132003465894,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5641087873940193,-0.8797405693934278,-0.5609748304808925
0,3,1,29.0,1,1,10.4625,1,10.4625,2.4390808375825834,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.010044424115076634,-0.48852100564435524,-0.5401781836878246,0.6792945838081278
0,1,0,62.0,0,0,26.55,1,26.55,3.3160025355989236,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2.437425553970614,-0.10999386513144661,0.36526093570402607,-0.5609748304808925
0,3,0,30.0,1,0,16.1,0,16.1,2.8390784635086144,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,-0.3558747427295753,-0.12717266791993012,0.059159876663617626
0,3,1,41.0,0,2,20.2125,0,20.2125,3.0545906305603445,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8799446588251746,-0.2591106174547137,0.09534793704965058,0.6792945838081278
1,3,1,29.0,0,2,15.2458,0,15.2458,2.7878344138303452,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.010044424115076634,-0.3759734456620463,-0.1800831698720664,0.6792945838081278
1,1,1,40.0,0,0,79.2,0,79.2,4.384523514872469,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.805778901913487,1.1288222310926181,1.4685301291949246,-0.5609748304808925
1,1,1,30.0,0,0,86.5,1,86.5,4.471638793363569,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.06412133279661097,1.3005859063525549,1.5584783893656837,-0.5609748304808925
1,1,1,35.0,0,0,512.3292,0,249.00622000000035,6.240917354759096,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.43495011735504896,5.124238728242953,3.3852937438182273,-0.5609748304808925
1,2,1,50.0,0,1,26.0,0,26.0,3.295836866004329,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.547436471030363,-0.12293496395240078,0.3444394801955362,0.059159876663617626
0,3,0,26.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
1,3,0,3.0,4,2,31.3875,0,31.3875,3.4777725458882283,7,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.9383541038189542,0.003828981316490934,0.5322916934007406,3.1598334123861687
0,1,0,52.0,1,1,79.65,1,79.65,4.390118804571218,3,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.6957679848537381,1.139410402855217,1.4743073772537167,0.6792945838081278
0,1,0,40.0,0,0,0.0,1,0.0,0.0,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.805778901913487,-0.7346959991247785,-3.0585777291682934,-0.5609748304808925
0,3,1,18.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
0,2,0,36.0,0,0,10.5,0,10.5,2.4423470353692043,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.5091158742667365,-0.4876386579974721,-0.5368057694182641,-0.5609748304808925
0,3,0,16.0,4,1,39.6875,0,39.6875,3.705920919968788,6,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.9741992639670155,0.19912192715998075,0.7678594338107121,2.5396987052416584
1,3,0,25.0,1,0,7.775,0,7.775,2.1719067693519296,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.30670745176182707,-0.551755920337654,-0.8160407306065733,0.059159876663617626
1,1,1,58.0,0,1,153.4625,1,153.4625,5.039951348430309,2,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2.1407625263238637,2.876164687803722,2.14527242190355,0.059159876663617626
1,1,1,35.0,0,0,135.6333,1,135.6333,4.91730069488021,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.43495011735504896,2.456656616715439,2.0186331792044068,-0.5609748304808925
0,1,0,40.0,0,0,31.0,0,31.0,3.4657359027997265,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.805778901913487,-0.005288611034635832,0.5198636196706229,-0.5609748304808925
1,3,0,25.0,0,0,0.0,0,0.0,0.0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.30670745176182707,-0.7346959991247785,-3.0585777291682934,-0.5609748304808925
1,2,1,41.0,0,1,19.5,0,19.5,3.0204248861443626,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8799446588251746,-0.2758752227454952,0.06007112543995847,0.059159876663617626
0,1,0,37.0,0,1,29.7,1,29.7,3.4242626545931514,2,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5832816311784242,-0.03587666279325473,0.4770416648490861,0.059159876663617626
1,3,1,18.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
1,1,1,63.0,1,0,77.9583,1,77.9583,4.368919865004903,2,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2.511591310882302,1.0996059358090202,1.452419049919151,0.059159876663617626
0,3,1,45.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.176607686471925,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
0,2,0,31.0,0,0,0.0,0,0.0,0.0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.13828708970829856,-0.7346959991247785,-3.0585777291682934,-0.5609748304808925
0,3,0,7.0,4,1,29.125,0,29.125,3.405355391810819,6,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1.641691076172204,-0.04940599337879768,0.457519539438721,2.5396987052416584
1,3,1,35.0,1,1,20.25,0,20.25,3.056356895370426,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.43495011735504896,-0.2582282698078304,0.0971716406458445,0.6792945838081278
0,3,0,65.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2.659922824705677,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
0,3,0,28.0,0,0,7.8542,0,7.8542,2.180891922715322,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.08421018102676424,-0.5498924021074366,-0.806763380796033,-0.5609748304808925
0,3,0,16.0,0,0,9.5,0,9.5,2.3513752571634776,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.9741992639670155,-0.5111679285810251,-0.6307359423566569,-0.5609748304808925
1,3,0,19.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.7517019932319526,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
0,1,0,40.0,0,0,26.0,1,26.0,3.295836866004329,1,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.805778901913487,-0.12293496395240078,0.3444394801955362,-0.5609748304808925
0,3,0,33.0,0,0,8.6625,0,8.6625,2.2682524139135403,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.2866186035316738,-0.5308736926947507,-0.7165619336211217,-0.5609748304808925
1,3,0,30.0,0,0,9.5,0,9.5,2.3513752571634776,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,-0.5111679285810251,-0.6307359423566569,-0.5609748304808925
0,3,0,22.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
1,2,0,42.0,0,0,13.0,0,13.0,2.6390573296152584,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.9541104157368622,-0.4288154815385896,-0.3336984726090336,-0.5609748304808925
1,3,1,22.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
1,1,1,26.0,0,0,78.85,0,78.85,4.380149874661021,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,1.1205869863883744,1.464014258564117,-0.5609748304808925
1,1,1,19.0,1,0,91.0792,1,91.0792,4.5226490762785785,2,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.7517019932319526,1.4083311422087608,1.6111475224786775,0.059159876663617626
0,2,0,36.0,0,0,12.875,1,12.875,2.630088659632498,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.5091158742667365,-0.4317566403615337,-0.3429588030007618,-0.5609748304808925
0,3,1,24.0,0,0,8.85,0,8.85,2.2874714551839976,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.38087320867351465,-0.5264619544603346,-0.6967178907118832,-0.5609748304808925
0,3,0,24.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.38087320867351465,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
0,1,0,40.0,0,0,27.7208,0,27.7208,3.357621598945279,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.805778901913487,-0.08244579513222278,0.4082334475616762,-0.5609748304808925
0,3,0,23.5,0,0,7.2292,0,7.2292,2.1076888046179385,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.41795608712935844,-0.5645981962221572,-0.8823470582632056,-0.5609748304808925
0,1,1,2.0,1,2,151.55,1,151.55,5.027492411162679,4,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-2.012519860730642,2.831164957812677,2.132408321022389,1.299429290952638
1,1,0,40.0,0,0,30.5,1,30.5,3.449987545831587,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.805778901913487,-0.017053246326412325,0.5036031274312862,-0.5609748304808925
1,1,1,50.0,0,1,247.5208,1,247.5208,5.515526544247129,2,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.547436471030363,5.089287879132724,2.6363132839087284,0.059159876663617626
1,3,1,18.0,0,0,7.75,0,7.75,2.169053700369523,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.8258677501436402,-0.5523441521022427,-0.8189865811572414,-0.5609748304808925
1,3,0,26.0,2,0,23.25,0,23.25,3.188416617383492,3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.1876404580571715,0.23352593393921808,0.6792945838081278
0,3,0,19.0,0,0,0.0,0,0.0,0.0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.7517019932319526,-0.7346959991247785,-3.0585777291682934,-0.5609748304808925
1,2,1,24.0,0,0,12.35,1,12.35,2.5915163848462583,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.38087320867351465,-0.4441095074178991,-0.38278544498532663,-0.5609748304808925
0,3,0,26.0,0,0,8.05,0,8.05,2.2027647577118348,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5452853709271769,-0.7841792430073967,-0.5609748304808925
1,1,0,0.92,1,2,151.55,1,151.55,5.027492411162679,4,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-2.0926188781952644,2.831164957812677,2.132408321022389,1.299429290952638
1,1,1,30.0,0,0,110.8833,0,110.8833,4.717456363787216,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,1.8743071697725027,1.812289926928167,-0.5609748304808925
1,1,1,17.0,1,0,108.9,1,108.9,4.699570861409576,2,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.9000335070553279,1.827641567424142,1.7938227894866787,0.059159876663617626
0,2,0,30.0,1,0,24.0,0,24.0,3.2188758248682006,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,-0.16999350511950675,0.26497567234198965,0.059159876663617626
1,1,1,30.0,0,0,56.9292,1,56.9292,4.0592215752427645,1,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.06412133279661097,0.6048065517804263,1.1326493972880125,-0.5609748304808925
1,1,1,24.0,0,0,83.1583,1,83.1583,4.432699549165613,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.38087320867351465,1.2219581428434958,1.5182728441543658,-0.5609748304808925
1,1,1,18.0,2,2,262.375,1,249.00622000000035,5.5735788721243535,5,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.8258677501436402,5.124238728242953,2.6962534687059603,1.9195639980971482
0,2,1,26.0,1,1,26.0,0,26.0,3.295836866004329,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.12293496395240078,0.3444394801955362,0.6792945838081278
0,3,0,28.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.08421018102676424,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
0,2,0,43.0,1,1,26.25,0,26.25,3.305053521109253,3,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.0282761726485499,-0.11705264630651252,0.35395586016517094,0.6792945838081278
1,3,1,26.0,0,0,7.8542,0,7.8542,2.180891922715322,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.23254169485013945,-0.5498924021074366,-0.806763380796033,-0.5609748304808925
1,2,1,24.0,1,0,26.0,0,26.0,3.295836866004329,2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.38087320867351465,-0.12293496395240078,0.3444394801955362,0.059159876663617626
0,2,0,54.0,0,0,14.0,0,14.0,2.70805020110221,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.8440994986771135,-0.40528621095503664,-0.2624619586252086,-0.5609748304808925
1,1,1,31.0,0,2,164.8667,1,164.8667,5.11118445372147,3,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.13828708970829856,3.144497195392677,2.218822021910339,0.6792945838081278
1,1,1,40.0,1,1,134.5,1,134.5,4.908971640319756,3,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.805778901913487,2.4299908943630983,2.010033264475824,0.6792945838081278
0,3,0,22.0,0,0,7.25,0,7.25,2.1102132003465894,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.5641087873940193,-0.8797405693934278,-0.5609748304808925
0,3,0,27.0,0,0,7.8958,0,7.8958,2.1855792552411137,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.15837593793845184,-0.5489135844511608,-0.8019236166026618,-0.5609748304808925
1,2,1,30.0,0,0,12.35,0,12.35,2.5915163848462583,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.06412133279661097,-0.4441095074178991,-0.38278544498532663,-0.5609748304808925
1,2,1,22.0,1,1,29.0,0,29.0,3.4011973816621555,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5292047224968899,-0.052347152201741805,0.4532263111425748,0.6792945838081278
